Título,Tipo,Titulo Documento
Cuenta Pública del Segundo Trimestre de 2018,Información Financiera›Cuenta Pública›Ejercicio 2018›Segundo Trimestre,"Acta de Cabildo,https://www.dropbox.com/s/w5vu39l2xiaqmbo/Acta%20de%20Cabildo.pdf?dl=0 , Balanza de Comprobación, Resúmen Trimestral,https://www.dropbox.com/s/373w52i86jcnznw/Balanza%20de%20Comprobaci%C3%B3n%2C%20Res%C3%BAmen%20Trimestral.pdf?dl=0 , Conciliación Entre los Egresos Presupuestarios,https://www.dropbox.com/s/gwy67n39gbeojau/Conciliaci%C3%B3n%20Entre%20los%20Egresos%20Presupuestarios.pdf?dl=0 , Conciliación Entre los Ingresos Presupuestarios,https://www.dropbox.com/s/sj6357vk3w0j5sj/Conciliaci%C3%B3n%20Entre%20los%20Ingresos%20Presupuestarios.pdf?dl=0 , Estado Analítico De Egresos Por Grupo Administrativo,https://www.dropbox.com/s/gzb2dcox12lf1oc/Estado%20Anal%C3%ADtico%20De%20Egresos%20Por%20Grupo%20Administrativo.pdf?dl=0 "
